1,One of the people in my party can't eat gluten. Does the Bedouin offer gluten free plates?;
0,By the way, I am wanting to use my Mastercard to pay for my hotel.  Is that okay?;
2,If I make a reservation for a taxi now, will I be able to cancel it at a later date?;
2,Can I pay for that with Master?;
0,Is my Mastercard allowed to be used for the booking at the hotel?;
1,Does this restaurant have high chairs available for small children?;
0,Are children permitted to stay at this hotel?;
1,Do they allow BYOB at this location?;
1,Can they deliver in under an hour?;
2,Can I pay with cash for that ride?;
1,Does there menu offer gluten free options?;
0,I want to make sure i'll be accommodated at all hours, what are the hours for the front desk?;
0,Can you confirm whether the Allenbell has a lift?;
1,Does the restaurant accept to go orders?;
0,Does the hotel require a security deposit with the booking?;
0,Can I use American Express to book the hotel?;
1,Does the restaurant accept AMEX for payment?;
0,Does the hotel have an age restriction for guests to check in?;
1,Is there free wifi for customers in-dining?;
1,Are there high chairs available for my baby?;
1,Do you think I'd be able to get a to-go-order from there?;
0,Can you tell me if I will be allowed to smoke?;
0,Is there a designated area outside the hotel for smokers?;
2,I like to book a taxi but need to know their cancelation policy.;
1,Is the restaurant accessible by wheelchair?;
1,Does The Varsity restaurant have baby chairs available to be used at my table;
1,Can you tell me if The Varsity restaurant has free WiFi?;
0,Does the hotel offer housekeeping services?;
1,Do you happen to know if Saint johns chop house has any food that is gluten free?;
2,Can I change this later if needed?;
0,I just want to know if there is a spa at the hotel?;
0,Will I have to put down a security deposit at the time of booking?;
2,Can I use my mastercard to pay for this?;
2,Is it possible to cancel my taxi booking later?;
1,Does the restaurant offer vegetarian options?;
0,Are children allowed at this hotel?;
1,Can you first tell me if they have gluten free menu items?;
0,Does El Shaddai have any meeting or banquet room facilities that are onsite?;
2,Yes, if I need to cancel the cab, will I be charged?;
0,Could I get an extra bed with that reservation?;
0,Is the front desk available twenty-four hours a day?;
1,Yes, but only if the restaurant has a vegetarian menu;
0,Is lift offered at the hotel?;
0,What are the hours at the front desk? Is it open 24 hours?;
1,Does this restaurant offer alcohol?;
1,Does the Lucky Star have any vegetarian options on their menu?;
0,Will I be able to smoke at this bed and breakfast?;
0,Do they offer a designated area outside for smoking?;
0,Does the hotel have conceirge service?;
0,Does The Autumn House front desk operate 24 hours?;
1,Do they have delivery options?;
0,Is there room service/in-room dining for any one of these hotels?;
0,Can I get an extra bed in my room at the Huntingdon Marriott?;
0,Just to confirm, there is concierge service at this hotel?;
0,Am I going to be able to smoke while I'm staying at Rosa's Bed and Breakfast?;
1,Is there live music at Lucky Star?;
2,Can I cancel my taxi reservation if my plans change?;
0,I would like to know, does your hotel have lift or not?;
2,Can I pay for my taxi ride with cash?;
0,Does the hotel have laundry service or self-laundry facilities?;
0,Do they have a bar or restaurant at this hotel?;
0,Does this hotel have a lift?;
1,Actually, can I get an order to go from that restaurant?  Do they offer that?;
0,Do you know if the Lensfield employs a concierge to serve its guests?;
2,If my plans change will I be able to cancel my taxi reservation?;
1,Do they have outdoor seating available?;
0,I need to know what parking options are available at the Ashley.;
0,Since you just made my reservation at the Ashley Hotel, will I need to pay a security deposit?;
0,Is there a security deposit needed when I make the booking?;
0,are children allowed at the hotel?;
0,Can you also check to see if cooking facilities are offer at city centre north b?;
0,Can you tell me if the front desk is open 24 hours a day at that hotel?;
2,Great, since I may need to change my plans later, is that allowed?;
0,Does the hotel offer dry cleaning service?;
1,Does it take mastercard?;
2,Can I pay for that with my Master Card?;
0,Do they offer concierge services at The Ashley Hotel?;
0,Is the front desk open and available twenty four hours a day?;
1,Yes, do they have any vegetarian food options at this place?;
1,Does this restaurant offer free wifi?;
0,Not yet. Please inform as to whether they provide housekeeping on a daily basis.;
2,Is it possible for me to pay for this taxi ride with Visa?;
0,Do you know if there is a lift in this hotel?;
0,What are the hours for the front desk at this hotel?;
0,I am disabled. Would I be able to access my room easily?;
0,Does the hotel offer a gym onsite?;
0,Great, could you also tell me whether Home from Home charges guests a fee for parking?;
1,Does the restaurant have outdoor seating?;
1,Do they have live music?;
2,Will it be possible to cancel the booking for the taxi later?;
0,Does The Alpha Milton Guest House have 24-hour front desk service?;
0,Is there cleaning service in the rooms daily?;
0,I almost forgot, is there a restaurant in the hotel?;
0,First I would like to know if they offer cooking facilities for guests?;
0,Do they offer a dry cleaning service?;
0,Can I get help from the front desk 24 hours a day?;
0,Does this hotel have a swimming pool on site?;
0,Yes, does the hotel charge for WiFi?;
0,Do they offer a shuttle service to and from attractions?;
0,Do they offer an Irish breakfast in the morning?;
0,Is my pet allowed to stay with me at the hotel?;
0,Does the hotel have safety deposit boxes in the rooms?;
0,Does the hotel offer Continental breakfast?;
0,Can I use my Visa card to pay at this hotel?;
2,Can I pay with a Visa for the taxi booking?;
1,Does Alimentum have high chairs for a baby to sit in?;
2,I also what to pay for the taxi fare with a credit card.;
2,Yes, once I book the taxi, will I be able to cancel it later on?;
2,Can I pay with this taxi using my Mastercard?;
2,Can I change this reservation if need be?;
2,Can I change that taxi booking later if needed?;
2,Will I be charged a fee if I change the taxi booking later?;
1,And what about delivery, do they have that as a service, too?;
1,Does it have a gluten free menu?;
2,If my plans change later on, will it be possible to cancel my taxi booking?;
1,Do they have high chairs for my baby?;
0,I have a disability.  Will I be able to access my room without issues?;
0,Does Finches offer free parking?;
0,Before I book it, can you check if they have fitness facilities on the premises?;
0,Does the hotel provide WiFi for its guests?;
1,Also, does this restaurant also do take out orders?;
1,Does it have free wifi for customers that are eating there?;
1,Does Yu Garden have high chairs for babies?;
1,Does the restaurant serve alcohol?;
0,Does housekeeping come every day at the hotel?;
2,Can I pay for it with a VISA card?;
0,Can I use my Visa to pay for the hotel booking?;
0,Is this hotel smoker-friendly, meaning do they allow smoking on the premises?;
0,I need one that is accessible to the disabled.;
0,Will I need to make a security deposit with this booking for the Marriott?;
1,And do they have seating accommodations for babies?;
2,If I would need to cancel or change my taxi for any reason, is it possible?;
1,A steakhouse is not likely to have vegetarian options, right?;
0,Can I pay for lodging there with cash instead of a credit card?;
2,Will I be able to change my taxi reservation if I need to later?;
1,Does the restaurant offer to go orders?;
1,Do they have gluten free dishes?;
2,Are there any taxi cancellation fees?;
1,Does La Margherita offer free wifi for in-dining customers?;
1,Do they have delivery service?;
1,Are AMEX cards accepted as payment?;
0,Does Rosa's Bed and Breakfast have a safety deposit box in the room?;
1,Could you tell me if either of these restaurants serve alcohol?;
2,Am I going to be able to cancel my taxi booking later if I need to?;
1,Do they have seating options for babies? I need this.;
1,Does the restaurant allow takeout orders?;
2,I would like to pay for the Taxi with my Mastercard does the drive take Mastercard?;
1,Do they offer vegetarian options? I need this option.;
0,What time can I check into the hotel?;
2,Would there be a cancellation fee if I cannot make the taxi?;
0,Do they have concierge service?;
0,I'll be traveling with my dog. Does the hotel charge a fee for staying with pets?;
2,I might need to change my booking for the taxi, will I be able to do that?;
0,Will I have to reserve parking in advance, too?;
0,is there a fitness center?;
0,Is it possible to add an additional bed in the room?;
1,Does the restaurant offer free WiFi?;
0,Due to my disability, could you find out if I will be able to access a room either close to the elevator or parking lot?;
0,Could you check whether they have a conference or party room on the hotel property?;
0,Can you make sure they have Wifi for guests first?;
1,Do you know if they have outdoor seating?;
1,Do you know if the Dojo Noodle Bar has high chairs for babies?;
1,Do they ever have live music there?;
2,For the taxi, I may need to cancel it later on. Should that happen, is there a cancellation fee associated with it?;
0,What time is check in at University Arms hotel?;
0,Yes, can you also let me know whether the University Arms Hotel has an age restriction for guests checking in?;
2,Do they accept Visa?;
1,Do they have disability access?;
1,Are there gluten free options available for us there?;
1,Are there vegetarian options?;
1,Does the restaurant accept Visa?;
0,Can you also tell me whether the Acorn Guest House has a fitness center onsite?;
2,It isn't confirmed that my plans are going to stay as they are, so I'd like to know that if I need to cancel later, is that possible?;
1,Am I able to order takeout from this restaurant?;
1,Does this restaurant offer gluten free foods?;
1,Does the restaurant accept Mastercard as a payment option?;
1,Wait, does the restaurant have any baby chairs?;
0,Yes I'm traveling with my dog are there fees for having him with me at the hotel?;
0,Possibly. Do they have a cooking space for its guests to use?;
0,I forgot to ask if this hotel has a smoking area. Do you have any info?;
2,I may need to cancel the taxi booking later, is that possible?;
0,Does either provide in room dining?;
2,Is there any extra charge if I need to cancel the taxi?;
1,Do you know if the Tandoori Palace has outdoor seating?;
0,First, can you tell me if the Hamilton Lodge charges a security deposit upon booking?;
0,Do they have a on site swimming pool?;
1,Do they have good handicap accessibility?;
1,Does this restaurant have any live music to entertain its guests?;
1,How about outdoor seating, is that available at this restaurant?;
1,Possibly, can you let me know if they have delivery services available?;
0,Can I book the hotel with my Mastercard?;
2,Can I pay for the taxi with my MasterCard?;
0,Does University Arms have a fitness center onsite?;
2,Just in case, is it possible to change my taxi booking if needed?;
1,Are they a vegetarian restaurant?;
1,Does it allow BYOB for their customers?;
1,Would there happen to be free wifi for dine-in customers?;
1,Does this restaurant have chairs for babies?;
0,Do either of these hotels have meeting or banquet facilities onsite?;
0,Will you tell me about my options for a car park?;
1,Does the Copper Kettle have an outdoor seating area?;
0,Does this guest house allow children?;
0,Do they have a safety deposit box?;
0,Maybe...Does this hotel charge a fee for WIFI?;
0,Yes, does this hotel have cooking facilities available?;
0,Can I get room service at this hotel?;
2,Since my plan is not confirmed yet, is it possible for me to cancel my taxi booking later?;
0,will my son also be able to stay here?;
0,Does this hotel have a spa onsite?;
0,Does the hotel have free wifi for guests, or do I have to pay for it?;
1,Does the Nirala serve vegetarian food?;
1,Does this restaurant have live music?;
2,May I cancel my taxi booking later?;
0,Sounds good, is there an area for smokers at the hotel?;
1,I'm thinking of something vegetarian.;
1,What about gluten free options?;
2,Does this taxi accept Mastercard?;
0,Okay, but first can you tell me if you have any restrictions for kids?;
0,Can you first tell me whether the hotel provides an in-room safety deposit box for guest's valuables?;
1,Will there be enough seating for babies?;
1,Does the restaurant do orders to go?;
2,Can I pay for the taxi ride with cash?;
1,Can you tell me what seating options they provide for parties dining with a baby?;
0,Is there an onsite fitness center available at Cityroomz?;
0,Is it possible to get an extra bed in the hotel room?;
1,Do any of these restaurants offer vegetarian options?;
0,Does it have a smoking area that is designated?;
0,Are there any laundry facilities on the premises?;
1,Does this restaurant have outdoor seating?;
3,I have a season ticket, so how do I apply that to this ticket purchase?;
3,Can I bring my bike on the train?;
3,First, I need to know if I can bring my bike aboard the train?;
3,Are there other options of leaving my bike at the station?;
3,Is there a fee for bike parking at the train station?;
3,Will it be a problem if I need to change the booking later?;
1,What kind of vegetarian options do they have?;
3,Can you first check something? I need to know if I can bring my bike with me on the train ride.;
3,May I pay with Mastercard for my train ticket?;
1,Do you know if the restaurant accepts American Express?;
3,what is my bike parking fee for hours that are not free?;
3,Can you tell me if this station has a fee for bike parking for passengers?;
3,If available, how much would Wi-Fi on this train cost?;
3,Can I park my bike at this train station?;
3,Am I able to bring my bike on the train?;
1,Do they serve alcohol here?;
3,What does the train provide in terms of handicap-accessible features?;
3,Is there parking available at the station?;
1,Does the Anatolia have live music?;
3,What time does the train station open?;
3,Do they allow a train ticket to be cancelled if needed?;
1,Are there vegetarian options available?;
3,Do they charge a fee if I want to park my bike there at the train station?;
3,Yes, can I pay with Visa for my train ticket?;
1,Does the restaurant allow to go orders?;
3,Am I able to take my wheelchair on the train?;
3,Great, do you have more information about what the weight or size limit is for the train?;
3,Is it a problem if I would have to change my train ticket at some point?;
1,I am wanting to make sure that this restaurant serves alcohol.;
1,Do they have alcohol available to buy with lunch?;
3,Do they take Mastercard for payment?;
3,what time does the train station open ?;
3,What time does the station open?;
3,Can I travel on this train with my dog?;
3,Will I be able to pay using my Visa Card?;
3,One last question: Are bikes allowed on the train?;
3,How can I get a physical ticket for myself to get on the train?;
3,Could I please get the booking confirmed in writing?;
3,May I reserve a seat on the train?;
3,Will I be able to use my Master Card to pay for the ticket?;
3,Great! Could you please send me written confirmation of that booking for later?;
3,Could I buy any additional data over the train's WiFi limit?;
3,What is the fee to park my car at London Kings Cross station?;
3,Can I reserve a particular seat on the train?;
3,Does the train have disability access?;
1,Does the Hotpot have vegetarian options?;
1,Great, does this restaurant offer live music?;
3,Does the train have wifi access?  I would like to be able to connect to the internet on the trip.;
3,Does the train offer disability access?;
3,Can I pay with cash?;
3,Does the train offer a discount for children?;
1,Are there any vegetarian options on their menu?;
3,Can I get a written confirmation of the booking?;
3,How do I take advantage as a season ticket holder when placing this train reservation?;
3,Thanks. If I run out of alotted data will I be able to buy more for the train WiFi?;
3,Are there accommodations for passengers with disabilities on this train?;
3,My itinerary isn't confirmed yet.  May I change my train ticket later?;
3,Do you know if it is possible to reserve my seat on the train?;
3,Will someone be able to help me board with a wheelchair?;
3,What is the charge for WiFi on that train too?;
1,Is there any outdoor seating at the restaurant there?;
3,Is there a fee for bike parking at the station?;
3,Can I get a written confirmation for my train booking?;
1,One more question. Does the restaurant offer any options for vegetarians?;
1,Does this restaurant serve alcohol?;
1,Does it offer free wifi?;
1,Do they offer vegetarian options?;
3,Could I get a written confirmation that the train booking was successfully made for future reference?;
1,Possibly, it depends, does tandoori palace serve any vegetarian foods?;
3,Can I get a written confirmation for my train booking?;
3,Do you know if I can buy additional data beyond the train's WiFi limit?;
3,Can I use my season ticket for my train booking?;
1,Does the restaurant allow to go orders?;
3,Where can I park my bike at the train station?;
3,What if I need to rebook or change my train ticket?;
3,Will I be able to change my train reservation if I need to later?;
3,What if I need to cancel the train booking altogether, is that possible?;
1,I have a disability, how can I access the restaurant?;
1,Does this place offer free wifi?;
3,Do they offer the option to get extra wi-fi data on the train, for a price?;
3,How much would it be to park my bike at the Cambridge station?;
3,Also, how can I change my ticket later?;
3,Do they offer discounts for children, my child will be with me.;
1,Does the Curry Prince have free WiFi?;
1,Am I able to pay with my credit card?;
3,can I pay with credit card for my train tickets?;
3,Is there a fee for wifi service on the train?;
1,Which one has wifi?;
1,Can I get a take out order?;
3,Can I change my ticket if I need to?;
3,Can you tell me whether this train offers disability support services to assist passengers in wheelchairs?;
1,Does the Missing Sock accept takeout orders?;
3,Can you make sure I have reserved seats on that train or how do I do that?;
3,Can I pay with a VISA for that ride?;
1,Does La Margherita accept VISA card?;
3,May I use my season ticket for the train booking?;
1,Do you know if they serve vegetarian food there as well?;
3,Can I use wifi on the train?;
3,Can I bring my bike along for the ride;
3,Is there bike parking available?;
3,Can I buy additional data beyond the limit for WIFI?;
1,Can you check to see what vegetarian dishes they have?;
3,Can I park my bike somewhere at the station?;
3,First could you tell me if I could easily access the train? I am disabled.;
3,Will I be able to stay connected to the internet the whole trip on the train ride?;
1,Do they have gluten free options?;
1,Does Prezzo offer any delivery services?;
3,Also, can additional data over the limit be purchased for the WIFI service on the train?;
3,I will be driving to the train station, is there a parking facility there?;
3,Can I reserve a specific seat on the train?;
3,Can I pay for the ticket with a Visa?;
3,How do I reserve my seat?;
3,Is there any parking available for travelers?;
3,I need info on additional data. Can it be purchased before boarding?;
3,What? You already booked? I need to know if there is a fee to park my bike at the station.;
1,Do they serve vegetarian foods?;
3,Can I use my season ticket for the train service there?;
3,Do they have parking for bicycles at the train station?;
3,Will I be able to cancel to the train ticket later?;
1,Does this restaurant take to go orders as well?;
1,One more thing, do they have any gluten free food options at this place?;
3,Can I use my season ticket for this train?;
3,How do I get a physical ticket for this booking?;
3,How can I get a physical ticket to show for check-in on this train?;
3,Can I travel with my dog onboard the train?;
1,Does the restaurant offer baby chairs?;
3,Does the Cambridge station charge for parking a bicycle if I'm a train passenger?;
3,I really need to know if I can change my train ticket later. Can you ask?;
3,Depends, do they have WiFi, and how much would it cost?;
1,I'm a vegetarian, does the restaurant have options for someone like me?;
3,Is there a fee for wifi service on the train?;
3,What would be the cost for the WiFi service on the train?;
3,What are the opening hours of the departing station?;
3,May I pay with a Master?;
1,Can my Mastercard be used at the restaurant?;
3,Am I allowed to bring my bike onto the train?;
1,We will have a baby with us, do they have high-chairs?;
3,How about if I need to use my season pass? Would I be able to?;
3,Only book it if you can reserve a seat. Can you look for a window seat?;
3,I forgot to ask, is there a parking facility there?;
3,What should I do if I need to cancel my booking because my plans changed?;
3,Will I be able to travel on the train with my wheelchair?;
3,Is this train going to let me bring my dog on board?;
1,Can you let me know whether BYOB is allowed there?;
3,Can additional data be purchased for this train station's WiFi service?;
3,Does the station offer free parking?;
3,And how much does the train station charge if I park my car there while I am away?;
1,Do they offer gluten free dishes?;
3,I need to know if I can bring my bike with me on to the train.;
3,Do you know if I can bring my dog with me on this train?;
1,Does the restaurant have vegetarian options available?;
3,Can I bring my wheelchair?;
3,I have a season ticket. Can I use that to pay or do I have to purchase a separate ticket?;
1,Do they take takeout orders there as well?;
3,How can I get a physical ticket to board the train?;
3,It will work, does the station have parking for bikes?;
3,I'm bringing my young son on the train. Will he pay a discounted fare?;
3,Can I get WiFi on that train?;
1,I have a disability, does this restaurant provide access help for those using wheelchair?;
3,Can you please tell me how I can apply my season ticket to this train booking?;
1,Is there disability access at the restaurant?;
3,Can you tell me what time the Cambridge Station opens?;
3,May I reserve a seat on the train?;
3,Does this train offer discounts for children?;
1,Does the restaurant have outdoor seating?;
3,Is there a place for us to park our car at the station?;
3,Can I purchase additional data for the train's WiFi?;
1,Do they have gluten free options?;
1,Can I pay with a MasterCard for that restaurant?;
3,Can I pay with a Master?;
3,I'll be driving to the station, are there parking facilities at the station?;
1,Yes, but first does this restaurant offer take out?;
3,First could you tell me if the train has disability access?;
3,Is there a place for us to park our car at the station;
3,Can you first tell me how I can put my season ticket toward this train booking?;
1,Does it have live music performed?;
3,Will I be able to bring my bike on this train?;
3,Will I be able to pay using Mastercard?;
1,Do any of them offer vegetarian options?;
3,Will I be able to change my booking on the train if I have to?;
3,Am I allowed to bring my wheelchair onto the train?;
1,Does the restaurant allow BYOB for customers?;
1,Does Meze Bar Restaurant offer delivery?;
3,Is there a place that I can park when I get to the station?;
1,Does it serve alcohol?;
3,Can I also make a seat reservation with my train reservation?;
3,Is additional WiFi data beyond the limit available for purchase on the train?;
1,Do they serve any vegetarian dishes?;
3,I actually am planning to take my daughter. Are there discounts offered for child passengers?;
3,Does this train allow pets onboard?;
3,Does it have WiFi that I could use if I want to?;
1,What sort of arrangements does the restaurant have for people with seeing-eye dogs?;
1,Could you tell me if they serve adult drinks?;
3,does this train have wifi accessibility?;
3,Yes, is it possible to get the confirmation in writing?;
1,Are you allowed to bring your own alcohol?;
3,Does the train station charge a fee for bike parking?;
3,Is there wifi in the train that I can use while riding?;
3,How much is the parking fee?;
1,Does the restaurant have outdoor seating?;
3,May I bring my mobility scooter onto the train with me?;
3,When does the station I leave from open up to passengers?;
1,Is Dojo Noodle Bar accessible to disabled people?;
3,What time does the Cambridge station open?;
1,Would this place be ok to bring a baby? Do they have baby seats available?;
3,Can I get a discount for my child accompanying me?;
3,are there parking facilities for travelers at the train station?;
3,I will be bringing my cat, will I be charged any kind of fee on the train?;
3,Is there a place that I can park my car when I get to the station?;
1,Yes, does this restaurant serve alcohol?;
3,Can this train accomodate my wheelchair;
3,Since my itinerary is not confirmed yet, can I cancel my train ticket later?;
1,Do you know if they allow customers to BYOB?;
1,Is the restaurant accessible  by those who are disabled?;
3,Is it permissible to make any changes to the train ticket when travel plans change?;
3,How do I use my season ticket for this booking?;
3,Is additional wifi data available for purchase on the train?;
3,Can I use AMEX to pay for my train ticket?;
1,Will I be able to pay with an American Express card?;
3,What sort of disability access is provided on the train?;
3,Can I get a written confirmation of the booking?;
3,Okay, and what about getting a paper ticket so I can show it when boarding the train?;
3,How much will it cost me to park my bike at the Cambridge station?;
3,By the way, does that train allow passengers to bring pets on board?;
1,Is alcohol served there?;
3,I'm disabled, so can you tell me if the train is handicap-accessible?;
3,When does the train station open for this train?;
3,When does the station open?;
3,When does the Cambridge station open up in the morning?;
3,May I get a physical ticket to get on the train?;
3,Where can I park my car at the station?;
3,Will I have to pay a fee to leave my car in the station's parking lot?;
3,Can I change that later if I need to?;
3,Yes, I need to know if it's possible to purchase additional WiFi data?;
3,Can you send me written confirmation of my transaction?;
3,Great can I purchase extra wifi as well?;
1,I'm looking for a place that has gluten-free options. Do they have any?;
3,Will I be allowed to bring my bike onto this train?;
3,I'd like to travel with my cat, does the train allow pets?;
1,First, can you let me know if they offer complimentary wi-fi for patrons at the restaurant?;
1,Does Shiraz have live music shows by any chance;
3,Is it possible for me to book the train tickets with my MasterCard?;
3,I need to know if my pet dog can travel with me on the train?;
3,What is the exact size limit of pets onboard?;
1,Do you know whether Frankie and Bennys takes MasterCard?;
3,I would like to park my car at the train station is there facilities for that?;
3,May I bring my mobility scooter onto the train?;
3,What are the height and weight restrictions?;
3,Do I need to show a physical train ticket to board?;
3,How do I get a physical ticket to get on this train?;
3,Since I am driving a car to the train station, does this station charge a parking fee for travelers?;
1,Could you check if Wagamama offers vegetarian food options?;
3,Is it possible to take my wheelchair on board the train?;
3,What is the exact size limitation for wheelchairs on board?;
3,Yes, are there parking facilities at the station and is there a fee?;
3,Yes, I'll be riding my bike to the station, do they offer bike parking facilities and if so is there a fee?;
3,Can I pay the train using my Visa?;
3,I will have a wheelchair is it possible to take the wheelchair on the train with me?;
3,Can you figure out what the exact limits are for me?;
3,Could you please let me know when the Cambridge train station opens?;
1,Which of those have vegetarian options?;
3,I am disabled, how can I access the train?;
1,Do they have vegetarian options?;
1,Before you book a table, can you tell me if they have free wifi?;
3,How do I get a physical ticket to get on this train?;
3,is there a discounted child fare ?;
1,Does the restaurant offer vegetarian dishes?;
3,May I reserve a seat on the train?;
3,What is the cost of WiFi service on the train?;
1,Can I pay the check using my Mastercard?;
3,can I  pay with Mastercard for my train tickets?;
3,Do you know if I'd have to pay to leave my bike parked at the train station?;
3,Does the train offer additional data on their WiFi service?;
